0.44,0.48,0.41,0.44,0.44,0.43,0.44,0.43,0.44,0.42,0.47,0.44,0.47,1.0,0.44,0.47,0.45,0.43,0.45,0.48,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
0.41,0.44,0.44,0.43,0.41,0.44,0.41,0.42,0.42,0.44,0.45,0.45,0.44,0.44,1.0,0.46,0.5,0.45,0.49,0.44,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
0.43,0.45,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.46,0.5,0.46,0.41,0.47,0.46,1.0,0.45,0.45,0.43,0.46,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
0.42,0.45,0.43,0.41,0.41,0.44,0.42,0.41,0.43,0.43,0.46,0.46,0.48,0.45,0.5,0.45,1.0,0.45,0.45,0.45,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
0.42,0.43,0.45,0.44,0.43,0.42,0.43,0.45,0.43,0.42,0.45,0.47,0.46,0.43,0.45,0.45,0.45,1.0,0.48,0.46,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
0.42,0.43,0.43,0.43,0.43,0.42,0.43,0.44,0.42,0.44,0.44,0.47,0.48,0.45,0.49,0.43,0.45,0.48,1.0,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
0.43,0.44,0.43,0.42,0.44,0.42,0.43,0.42,0.42,0.43,0.5,0.47,0.43,0.48,0.44,0.46,0.45,0.46,0.45,1.0,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.38,0.38,0.38,0.39,0.38,0.38,0.4,0.38,0.38,0.39,0.43,0.42,0.42,0.43,0.42,0.41,0.43,0.4,0.44,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
